RR,DET,DNRLINES,MDL,ADL,DENTR,LAM,AVL,MVL,VNRLINES,VENTR,radius,sample_id,method,system,coupling,RR_target
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,30,MvJRQA,1,0.16,0.5
0.4968,100,24,159,51.75,2.4849066497880004,67.14975845410628,2.0541871921182264,3,406,0.21066430697224978,0.0446910718582445,30,MvJRQA,2,0.16,0.5
0.10239999999999999,100,10,89,25.6,1.6094379124341005,0,0,0,0,0,NA,30,MvJRQA,j,0.16,0.5
0.13999999999999999,100,18,53,19.444444444444443,1.8891591637540215,0,0,0,0,0,0.09,30,MdRQA,f,0.16,NA
0.13999999999999999,100,18,53,19.444444444444443,1.8891591637540215,0,NA,NA,NA,NA,0.09,30,MdRQA_crqa,f,0.16,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,31,MvJRQA,1,0.18,0.5
0.5008,100,24,169,52.166666666666664,2.2538575896013517,65.01597444089457,2,2,407,-0,0.044690517706119676,31,MvJRQA,2,0.18,0.5
0.1208,100,12,91,25.166666666666668,1.5607104090414063,0,0,0,0,0,NA,31,MvJRQA,j,0.18,0.5
0.13999999999999999,100,18,53,19.444444444444443,1.8891591637540215,0,0,0,0,0,0.09,31,MdRQA,f,0.18,NA
0.13999999999999999,100,18,53,19.444444444444443,1.8891591637540215,0,NA,NA,NA,NA,0.09,31,MdRQA_crqa,f,0.18,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,32,MvJRQA,1,0.2,0.5
0.508,100,20,169,63.5,2.3025850929940455,63.1496062992126,2,2,401,-0,0.04467359338858359,32,MvJRQA,2,0.2,0.5
0.1384,100,10,91,34.6,1.6094379124341005,0,0,0,0,0,NA,32,MvJRQA,j,0.2,0.5
0.1408,100,18,53,19.555555555555557,1.8891591637540215,0,0,0,0,0,0.09,32,MdRQA,f,0.2,NA
0.1408,100,18,53,19.555555555555557,1.8891591637540215,0,NA,NA,NA,NA,0.09,32,MdRQA_crqa,f,0.2,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,33,MvJRQA,1,0.22,0.5
0.49439999999999995,100,20,168,61.8,2.3025850929940455,59.22330097087378,2,2,366,-0,0.044651554474302683,33,MvJRQA,2,0.22,0.5
0.1416,100,10,92,35.4,1.6094379124341005,0,0,0,0,0,NA,33,MvJRQA,j,0.22,0.5
0.1408,100,18,53,19.555555555555557,1.8891591637540215,0,0,0,0,0,0.09,33,MdRQA,f,0.22,NA
0.1408,100,18,53,19.555555555555557,1.8891591637540215,0,NA,NA,NA,NA,0.09,33,MdRQA_crqa,f,0.22,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,34,MvJRQA,1,0.24,0.5
0.504,100,20,143,63,2.3025850929940455,53.96825396825397,2,2,340,-0,0.04472512829625474,34,MvJRQA,2,0.24,0.5
0.156,100,8,113,48.75,1.3862943611198906,0,0,0,0,0,NA,34,MvJRQA,j,0.24,0.5
0.1424,99.43820224719101,18,53,19.666666666666668,1.8891591637540215,0,0,0,0,0,0.09,34,MdRQA,f,0.24,NA
0.1424,99.43820224719101,18,53,19.666666666666668,1.8891591637540215,0,NA,NA,NA,NA,0.09,34,MdRQA_crqa,f,0.24,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,35,MvJRQA,1,0.26,0.5
0.49760000000000004,100,20,128,62.2,2.1639556568820564,49.51768488745981,2.0130718954248366,3,306,0.06968269446319708,0.044757531436764655,35,MvJRQA,2,0.26,0.5
0.1616,100,8,115,50.5,1.3862943611198906,0,0,0,0,0,NA,35,MvJRQA,j,0.26,0.5
0.1424,99.43820224719101,18,53,19.666666666666668,1.8891591637540215,0,0,0,0,0,0.09,35,MdRQA,f,0.26,NA
0.1424,99.43820224719101,18,53,19.666666666666668,1.8891591637540215,0,NA,NA,NA,NA,0.09,35,MdRQA_crqa,f,0.26,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,36,MvJRQA,1,0.28,0.5
0.48960000000000004,100,20,120,61.2,2.3025850929940455,44.11764705882353,2,2,270,-0,0.04489081202194095,36,MvJRQA,2,0.28,0.5
0.1696,100,8,116,53,1.3862943611198906,0,0,0,0,0,NA,36,MvJRQA,j,0.28,0.5
0.14400000000000002,100,20,53,18,2.1639556568820564,0,0,0,0,0,0.09,36,MdRQA,f,0.28,NA
0.14400000000000002,100,20,53,18,2.1639556568820564,0,NA,NA,NA,NA,0.09,36,MdRQA_crqa,f,0.28,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,37,MvJRQA,1,0.3,0.5
0.49839999999999995,100,18,119,69.22222222222223,2.0431918705451206,36.597110754414125,2,2,228,-0,0.045062516911812,37,MvJRQA,2,0.3,0.5
0.1944,100,8,118,60.75,1.3862943611198906,0,0,0,0,0,NA,37,MvJRQA,j,0.3,0.5
0.1432,100,20,53,17.9,2.1639556568820564,0,0,0,0,0,0.09,37,MdRQA,f,0.3,NA
0.1432,100,20,53,17.9,2.1639556568820564,0,NA,NA,NA,NA,0.09,37,MdRQA_crqa,f,0.3,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,38,MvJRQA,1,0.32,0.5
0.504,100,22,118,57.27272727272727,2.3978952727983707,43.17460317460318,2,2,272,-0,0.04497671779949656,38,MvJRQA,2,0.32,0.5
0.184,100,10,117,46,1.6094379124341005,0,0,0,0,0,NA,38,MvJRQA,j,0.32,0.5
